# Finding C bench log, 4 September 2026, filtered by filter_C.py: hex dumps and the app's sync noise removed, nothing else
[00:52.573] nrf   | BLE out: Sent  17 bytes: 'heartbeat is 12h'
[07:43.204] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[07:43.204] himax | IF Task received event 'I2C Rx' (0x0700). Rx data = 0x00000000
[07:43.204] himax | Received I2C message.
[07:43.204] himax | MKL62BA command received: 'selftest'
[07:43.204] himax | selfTest 0000
[07:43.204] himax | IF Task state changed from 'Idle' (1) to 'I2C RX State' (2)
[07:43.204] himax | IF Task received event 'String Response' (0x0703). Rx data = 0x3000ea30
[07:43.204] himax | Assert inter-processor interrupt.
[07:43.204] himax | Sending 19 bytes: Header 4, payload 13, checksum 2 'selfTest 0000'
[07:43.204] himax | Negate inter-processor interrupt.
[07:43.204] himax | IF Task state changed from 'I2C RX State' (2) to 'I2C TX State' (3)
[07:43.204] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[07:43.204] himax | I2C transmission complete.
[07:43.204] himax | IF Task state changed from 'I2C TX State' (3) to 'Idle' (1)
[07:43.237] nrf   | <info> app: !35 
[07:43.237] nrf   | <info> app: I2C RX payload 25/250 bytes. Response type is 4. CRC OK (0xBF51)
[07:43.237] nrf   | <info> app: AI state machine bumped with 'Wake' (Current state: SLEEP)
[07:43.237] nrf   | <info> app: BLE and AI time differ by 1102s - too much!
[07:43.237] nrf   | <info> app: AI state changed from SLEEP to WOKEN
[07:43.237] nrf   | BLE out: Sent   5 bytes: 'Wake'
[07:43.237] nrf   | <info> app: AI State machine scheduler called with event 8 'Send SelfTest'
[07:43.237] nrf   | <info> app: AI state machine bumped with 'Send SelfTest' (Current state: WOKEN)
[07:43.237] nrf   | Sending 'selftest' to AI processor (4 ctrl bytes, 8 payload, 2 CRC)<info> app: OK
[07:43.237] nrf   | <info> app: AI state changed from WOKEN to SELFTEST
[07:43.237] nrf   | <info> app: I2C TX complete: 14 bytes.
[07:43.237] nrf   | <info> app: !36 
[07:43.237] nrf   | <info> app: I2C RX payload 13/250 bytes. Response type is 4. CRC OK (0x7FB8)
[07:43.237] nrf   | <info> app: AI state machine bumped with 'Selftest Rx' (Current state: SELFTEST)
[07:43.237] nrf   | <info> app: AI self test bits = 0x0000 (all bits now 0x0000)
[07:43.237] nrf   | <info> app: Can't send UTC
[07:43.237] nrf   | <info> app: AI state changed from SELFTEST to IDLE
[07:43.237] nrf   | BLE out: Sent  20 bytes: 'Error bits = 0x0000'
[07:43.237] nrf   | <info> app: NUS TX Ready
[07:43.413] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: Wake
[07:43.539] nrf   | <info> app: NUS TX Ready
[07:44.119] himax | Inactive for 1000ms
[07:44.119] himax | IMAGE Task received event 'Image Event Inactivity' (0x0a00). Rx data = 0x00000000
[07:44.119] himax | IMAGE Task state changed from 'Init' (1) to 'Save State' (5)
[07:44.119] himax | FatFS Task received event 'Save State' (0x0904). Rx data = 0x00000000
[07:44.421] himax | Saved state to SD card. Image sequence number = 28
[07:44.421] himax | FatFS task sending event 0x0a06. Tx data = 0x00000000
[07:44.421] himax | IMAGE task sending event 0x0904. Rx data = 0x00000000
[07:44.421] himax | IMAGE Task received event 'Image Event Disk Write Complete' (0x0a06). Rx data = 0x00000000
[07:44.421] himax | Image task ready to sleep.
[07:44.421] himax | IMAGE Task state changed from 'Save State' (5) to 'Uninitialised' (0)
[07:44.421] himax | IF Task received event 'Inactivity' (0x070e). Rx data = 0x00000000
[07:44.421] himax | Assert inter-processor interrupt.
[07:44.421] himax | Sending 99 bytes: Header 4, payload 93, checksum 2 'Sleep 28 0 0 15 104 1 500 0 1000 89 1 0 100 0 0 0 18 1 0 21 0 2 50 65 15 0 0 286 326 1 110 1 '
[07:44.421] himax | Negate inter-processor interrupt.
[07:44.421] himax | IF Task state changed from 'Idle' (1) to 'I2C TX State' (3)
[07:44.421] himax | IF Task received event 'I2C Tx' (0x0701). Rx data = 0x00000000
[07:44.421] himax | I2C transmission complete.
[07:44.421] himax | IF task ready to sleep.
[07:44.421] himax | DEBUG: ledFlashDisable()
[07:44.421] himax | Preparing HM0360 for MD:   HM0360 Motion Detection off.
[07:44.421] himax |    Inhibiting MD
[07:44.421] himax |    Changing mode from 0 to 2 with nFrames=1, sleepTime=0 sleepCount = 0xffff
[07:44.421] himax |  No LED flashes.
[07:44.421] himax | >>> Entering DPD at 2024:01:01 00:00:03
[07:44.465] nrf   | <info> app: !37 
[07:44.465] nrf   | <info> app: I2C RX payload 93/250 bytes. Response type is 4. CRC OK (0x9FB5)
[07:44.465] nrf   | <info> app: AI state machine bumped with 'Sleep' (Current state: IDLE)
[07:44.465] nrf   | <info> app: AI processor sends stats: '28 0 0 15 104 1 500 0 1000 89 1 0 100 0 0 0 18 1 0 21 0 2 50 65 15 0 0 286 326 1 110 1 '
[07:44.465] nrf   | <info> app: AI state changed from IDLE to SLEEP
[07:44.465] nrf   | BLE out: Sent   6 bytes: 'Sleep'
[07:44.541] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: Error bits = 0x0000
[07:44.769] nrf   | <info> app: NUS TX Ready
[07:45.691] app   | [useBleListeners] RAW_RX received for D6:47:9B:89:E7:23: Sleep
